Date,Algorithm_Value,SPY_Value,Historical_SPY_Value,Historical_Algo_Value,Sim_ID
2000-02-28,10984.62,0.00,11183.30,11303.76,5
2000-02-29,10985.47,0.00,11291.13,11455.42,5
2000-03-01,10995.17,0.00,11373.28,11732.13,5
2000-03-02,10991.30,0.00,11380.98,11870.89,5
2000-03-03,11018.85,0.00,11594.07,11905.39,5
2000-03-06,11046.43,0.00,11481.11,12053.88,5
2000-03-07,11068.11,0.00,11259.03,12144.82,5
2000-03-08,11080.82,0.00,11244.91,11935.47,5
2000-03-09,11078.76,0.00,11573.53,11858.65,5
2000-03-10,11061.35,0.00,11511.91,11976.48,5
2000-03-13,11060.04,0.00,11386.11,11649.98,5
2000-03-14,11104.11,0.00,11224.38,11664.20,5
2000-03-15,11104.80,0.00,11486.24,11319.63,5
2000-03-16,11143.45,0.00,12022.82,11456.65,5
2000-03-17,11154.01,0.00,12102.27,11726.00,5
2000-03-20,11146.51,0.00,12040.50,11910.71,5
2000-03-21,11175.37,0.00,12287.59,11646.46,5
2000-03-22,11170.21,0.00,12362.24,11921.70,5
2000-03-23,11165.97,0.00,12573.29,12192.97,5
2000-03-24,11157.10,0.00,12647.93,12294.72,5
2000-03-27,11132.74,0.00,12514.09,12206.65,5
2000-03-28,11126.98,0.00,12442.02,12091.36,5
2000-03-29,11136.94,0.00,12454.89,11995.30,5
2000-03-30,11164.63,0.00,12246.41,11638.12,5
2000-03-31,11179.80,0.00,12385.39,11596.74,5
2000-04-03,11160.21,0.00,12457.47,11778.61,5
2000-04-04,11166.94,0.00,12364.80,11541.85,5
2000-04-05,11187.34,0.00,12287.59,11224.72,5
2000-04-06,11171.99,0.00,12394.41,11555.82,5
2000-04-07,11214.65,0.00,12472.91,11708.09,5
2000-04-10,11201.73,0.00,12424.00,11791.73,5
2000-04-11,11198.51,0.00,12387.97,11491.15,5
2000-04-12,11204.73,0.00,12048.22,11390.43,5
2000-04-13,11248.31,0.00,11880.92,11188.24,5
2000-04-14,11274.87,0.00,11201.42,10865.54,5
2000-04-17,11232.08,0.00,11592.65,10330.48,5
2000-04-18,11252.27,0.00,11898.94,10635.64,5
2000-04-19,11241.15,0.00,11788.27,11082.79,5
2000-04-20,11254.71,0.00,11844.89,11001.78,5
2000-04-24,11245.60,0.00,11716.19,10835.79,5
2000-04-25,11239.59,0.00,12202.65,10965.58,5
2000-04-26,11264.14,0.00,12064.95,11202.06,5
2000-04-27,11276.87,0.00,12025.06,10979.95,5
2000-04-28,11249.44,0.00,11950.41,11292.04,5
2000-05-01,11277.71,0.00,12112.57,11359.18,5
2000-05-02,11269.74,0.00,11870.62,11470.20,5
2000-05-03,11299.79,0.00,11592.65,11210.56,5
2000-05-04,11298.85,0.00,11680.16,11111.05,5
2000-05-05,11300.34,0.00,11821.72,11135.31,5
2000-05-08,11325.63,0.00,11732.92,11315.47,5
